Experiment,Seed,Run,Iteration,BestFitness,AverageFitness,WorstFitness,Conflicts,ConstraintViolationScore,FacultySatisfaction,TeachingFactor,LearningFactor,MutationRate,IterationTimeSeconds
Complete Adaptive TLBO,20260855,21,13,93.81,23.4525,0.0,0,0,92.5,1.74,0.485,0.1993,0.2366
Complete Adaptive TLBO,20260855,21,14,93.81,23.4525,0.0,0,0,92.5,1.72,0.48,0.1905,0.2575
Complete Adaptive TLBO,20260855,21,15,93.816,23.4533,0.0,0,0,92.5,1.7,0.475,0.182,0.2912
Complete Adaptive TLBO,20260855,21,16,93.816,23.454,0.0,0,0,92.5,1.68,0.47,0.1737,0.2463
Complete Adaptive TLBO,20260855,21,17,93.816,23.454,0.0,0,0,92.5,1.66,0.465,0.1657,0.2359
Complete Adaptive TLBO,20260855,21,18,93.864,23.46,0.0,0,0,92.5,1.64,0.46,0.1579,0.2583
Complete Adaptive TLBO,20260855,21,19,93.89,23.4693,0.0,0,0,92.5,1.62,0.455,0.1503,0.2655
Complete Adaptive TLBO,20260855,21,20,93.9392,23.4848,0.0,0,0,92.5,1.6,0.45,0.143,0.2976
Complete Adaptive TLBO,20260855,21,21,93.9392,23.4848,0.0,0,0,92.5,1.58,0.445,0.1359,0.2369
Complete Adaptive TLBO,20260855,21,22,93.9392,23.4848,0.0,0,0,92.5,1.56,0.44,0.1291,0.262
Complete Adaptive TLBO,20260855,21,23,93.9392,35.0424,0.0,0,0,92.5,1.54,0.435,0.1225,0.2304
Complete Adaptive TLBO,20260855,21,24,93.9392,23.4848,0.0,0,0,92.5,1.52,0.43,0.1161,0.2435
Complete Adaptive TLBO,20260855,21,25,93.9392,35.0014,0.0,0,0,92.5,1.5,0.425,0.11,0.2558
Complete Adaptive TLBO,20260855,21,26,93.9392,23.4848,0.0,0,0,92.5,1.48,0.42,0.1041,0.2734
Complete Adaptive TLBO,20260855,21,27,93.9392,23.4848,0.0,0,0,92.5,1.46,0.415,0.0985,0.2414
Complete Adaptive TLBO,20260855,21,28,94.01,23.4937,0.0,0,0,92.5,1.44,0.41,0.0931,0.2685
Complete Adaptive TLBO,20260855,21,29,94.01,35.0374,0.0,0,0,92.5,1.42,0.405,0.0879,0.2418
Complete Adaptive TLBO,20260855,21,30,94.01,35.0374,0.0,0,0,92.5,1.4,0.4,0.083,0.2416
Complete Adaptive TLBO,20260855,21,31,94.01,23.5025,0.0,0,0,92.5,1.38,0.395,0.0783,0.2622
Complete Adaptive TLBO,20260855,21,32,94.01,23.5025,0.0,0,0,92.5,1.36,0.39,0.0739,0.2307
Complete Adaptive TLBO,20260855,21,33,94.01,35.0854,0.0,0,0,92.5,1.34,0.385,0.0697,0.2631
Complete Adaptive TLBO,20260855,21,34,94.01,35.0707,0.0,0,0,92.5,1.32,0.38,0.0657,0.2542
Complete Adaptive TLBO,20260855,21,35,94.01,58.4982,0.0,0,0,92.5,1.3,0.375,0.062,0.2035
Complete Adaptive TLBO,20260855,21,36,94.038,70.253,0.0,0,0,92.5,1.28,0.37,0.0585,0.2158
Complete Adaptive TLBO,20260855,21,37,94.038,82.0113,0.0,0,0,92.5,1.26,0.365,0.0553,0.1913
Complete Adaptive TLBO,20260855,21,38,94.038,93.8491,93.248,0,0,92.5,1.24,0.36,0.0523,0.1757
Complete Adaptive TLBO,20260855,21,39,94.038,93.9513,93.6584,0,0,92.5,1.22,0.355,0.0495,0.1631
Complete Adaptive TLBO,20260855,21,40,94.038,93.9988,93.7244,0,0,92.5,1.2,0.35,0.047,0.1379
Complete Adaptive TLBO,20260855,21,41,94.038,94.038,94.038,0,0,92.5,1.18,0.345,0.0447,0.0912
Complete Adaptive TLBO,20260855,21,42,94.06,94.0408,94.038,0,0,92.5,1.16,0.34,0.0427,0.1065
Complete Adaptive TLBO,20260855,21,43,94.06,94.0517,94.038,0,0,92.5,1.14,0.335,0.0409,0.1215
Complete Adaptive TLBO,20260855,21,44,94.06,94.0572,94.038,0,0,92.5,1.12,0.33,0.0393,0.1262
Complete Adaptive TLBO,20260855,21,45,94.06,94.06,94.06,0,0,92.5,1.1,0.325,0.038,0.1038
Complete Adaptive TLBO,20260855,21,46,94.06,94.06,94.06,0,0,92.5,1.08,0.32,0.0369,0.0907
Complete Adaptive TLBO,20260855,21,47,94.06,94.06,94.06,0,0,92.5,1.06,0.315,0.0361,0.1064
Complete Adaptive TLBO,20260855,21,48,94.06,94.06,94.06,0,0,92.5,1.04,0.31,0.0355,0.0918
Complete Adaptive TLBO,20260855,21,49,94.09,94.0637,94.06,0,0,92.5,1.02,0.305,0.0351,0.1329
Complete Adaptive TLBO,20260855,21,50,94.09,94.0825,94.06,0,0,92.5,1.0,0.3,0.035,0.1207
Complete Adaptive TLBO,20260856,22,1,93.388,23.323,0.0,0,0,92.5,1.98,0.545,0.3231,0.2949
Complete Adaptive TLBO,20260856,22,2,93.6064,23.3827,0.0,0,0,92.5,1.96,0.54,0.3115,0.3196
Complete Adaptive TLBO,20260856,22,3,93.6064,23.4016,0.0,0,0,92.5,1.94,0.535,0.3001,0.2721
Complete Adaptive TLBO,20260856,22,4,93.7124,23.4197,0.0,0,0,92.5,1.92,0.53,0.2889,0.2914
Complete Adaptive TLBO,20260856,22,5,93.7952,23.4393,0.0,0,0,92.5,1.9,0.525,0.278,0.3036
Complete Adaptive TLBO,20260856,22,6,93.932,35.1919,0.0,0,0,92.5,1.88,0.52,0.2673,0.2639
Complete Adaptive TLBO,20260856,22,7,93.932,23.483,0.0,0,0,92.5,1.86,0.515,0.2569,0.2505
Complete Adaptive TLBO,20260856,22,8,93.932,23.483,0.0,0,0,92.5,1.84,0.51,0.2467,0.2409
Complete Adaptive TLBO,20260856,22,9,93.932,23.483,0.0,0,0,92.5,1.82,0.505,0.2367,0.2466
Complete Adaptive TLBO,20260856,22,10,93.932,23.483,0.0,0,0,92.5,1.8,0.5,0.227,0.2324
Complete Adaptive TLBO,20260856,22,11,93.932,35.0311,0.0,0,0,92.5,1.78,0.495,0.2175,0.2195
Complete Adaptive TLBO,20260856,22,12,93.932,23.483,0.0,0,0,92.5,1.76,0.49,0.2083,0.2605
Complete Adaptive TLBO,20260856,22,13,93.932,23.483,0.0,0,0,92.5,1.74,0.485,0.1993,0.2361
Complete Adaptive TLBO,20260856,22,14,93.932,23.483,0.0,0,0,92.5,1.72,0.48,0.1905,0.2452
Complete Adaptive TLBO,20260856,22,15,93.932,23.483,0.0,0,0,92.5,1.7,0.475,0.182,0.2387
Complete Adaptive TLBO,20260856,22,16,93.9812,23.4892,0.0,0,0,92.5,1.68,0.47,0.1737,0.2619
Complete Adaptive TLBO,20260856,22,17,93.9812,23.4953,0.0,0,0,92.5,1.66,0.465,0.1657,0.2303
Complete Adaptive TLBO,20260856,22,18,93.9812,23.4953,0.0,0,0,92.5,1.64,0.46,0.1579,0.2612
Complete Adaptive TLBO,20260856,22,19,93.9812,23.4953,0.0,0,0,92.5,1.62,0.455,0.1503,0.2341
Complete Adaptive TLBO,20260856,22,20,93.9812,23.4953,0.0,0,0,92.5,1.6,0.45,0.143,0.218
Complete Adaptive TLBO,20260856,22,21,94.034,23.5019,0.0,0,0,92.5,1.58,0.445,0.1359,0.2825
Complete Adaptive TLBO,20260856,22,22,94.034,23.5085,0.0,0,0,92.5,1.56,0.44,0.1291,0.2316
Complete Adaptive TLBO,20260856,22,23,94.064,23.5123,0.0,0,0,92.5,1.54,0.435,0.1225,0.2673
Complete Adaptive TLBO,20260856,22,24,94.064,23.516,0.0,0,0,92.5,1.52,0.43,0.1161,0.2505
Complete Adaptive TLBO,20260856,22,25,94.064,23.516,0.0,0,0,92.5,1.5,0.425,0.11,0.2609
Complete Adaptive TLBO,20260856,22,26,94.064,23.516,0.0,0,0,92.5,1.48,0.42,0.1041,0.2656
Complete Adaptive TLBO,20260856,22,27,94.064,23.516,0.0,0,0,92.5,1.46,0.415,0.0985,0.2434
Complete Adaptive TLBO,20260856,22,28,94.064,23.516,0.0,0,0,92.5,1.44,0.41,0.0931,0.2688
Complete Adaptive TLBO,20260856,22,29,94.064,46.8944,0.0,0,0,92.5,1.42,0.405,0.0879,0.2451
Complete Adaptive TLBO,20260856,22,30,94.064,35.15,0.0,0,0,92.5,1.4,0.4,0.083,0.2726
Complete Adaptive TLBO,20260856,22,31,94.064,35.15,0.0,0,0,92.5,1.38,0.395,0.0783,0.2604
Complete Adaptive TLBO,20260856,22,32,94.064,35.15,0.0,0,0,92.5,1.36,0.39,0.0739,0.2615
Complete Adaptive TLBO,20260856,22,33,94.064,23.516,0.0,0,0,92.5,1.34,0.385,0.0697,0.2465
Complete Adaptive TLBO,20260856,22,34,94.064,23.516,0.0,0,0,92.5,1.32,0.38,0.0657,0.2301
Complete Adaptive TLBO,20260856,22,35,94.064,23.516,0.0,0,0,92.5,1.3,0.375,0.062,0.1969
Complete Adaptive TLBO,20260856,22,36,94.064,35.274,0.0,0,0,92.5,1.28,0.37,0.0585,0.1929
Complete Adaptive TLBO,20260856,22,37,94.064,70.4747,0.0,0,0,92.5,1.26,0.365,0.0553,0.1909
Complete Adaptive TLBO,20260856,22,38,94.064,93.9156,93.4636,0,0,92.5,1.24,0.36,0.0523,0.1656
Complete Adaptive TLBO,20260856,22,39,94.064,93.9952,93.7084,0,0,92.5,1.22,0.355,0.0495,0.1445
Complete Adaptive TLBO,20260856,22,40,94.064,94.0397,93.8696,0,0,92.5,1.2,0.35,0.047,0.1164
Complete Adaptive TLBO,20260856,22,41,94.064,94.064,94.064,0,0,92.5,1.18,0.345,0.0447,0.1098
Complete Adaptive TLBO,20260856,22,42,94.064,94.064,94.064,0,0,92.5,1.16,0.34,0.0427,0.1039
Complete Adaptive TLBO,20260856,22,43,94.064,94.064,94.064,0,0,92.5,1.14,0.335,0.0409,0.0892
Complete Adaptive TLBO,20260856,22,44,94.064,94.064,94.064,0,0,92.5,1.12,0.33,0.0393,0.1068
Complete Adaptive TLBO,20260856,22,45,94.064,94.064,94.064,0,0,92.5,1.1,0.325,0.038,0.0996
Complete Adaptive TLBO,20260856,22,46,94.064,94.064,94.064,0,0,92.5,1.08,0.32,0.0369,0.1146
Complete Adaptive TLBO,20260856,22,47,94.064,94.064,94.064,0,0,92.5,1.06,0.315,0.0361,0.1016
Complete Adaptive TLBO,20260856,22,48,94.064,94.064,94.064,0,0,92.5,1.04,0.31,0.0355,0.1034
Complete Adaptive TLBO,20260856,22,49,94.064,94.064,94.064,0,0,92.5,1.02,0.305,0.0351,0.0844
Complete Adaptive TLBO,20260856,22,50,94.064,94.064,94.064,0,0,92.5,1.0,0.3,0.035,0.1095
Complete Adaptive TLBO,20260857,23,1,93.4888,23.2397,0.0,0,0,92.5,1.98,0.545,0.3231,0.3529
Complete Adaptive TLBO,20260857,23,2,93.5724,23.3826,0.0,0,0,92.5,1.96,0.54,0.3115,0.3335
Complete Adaptive TLBO,20260857,23,3,93.6592,35.09,0.0,0,0,92.5,1.94,0.535,0.3001,0.3274
Complete Adaptive TLBO,20260857,23,4,93.748,23.4314,0.0,0,0,92.5,1.92,0.53,0.2889,0.3696
Complete Adaptive TLBO,20260857,23,5,93.748,23.437,0.0,0,0,92.5,1.9,0.525,0.278,0.3039
Complete Adaptive TLBO,20260857,23,6,93.748,23.437,0.0,0,0,92.5,1.88,0.52,0.2673,0.2613
Complete Adaptive TLBO,20260857,23,7,93.748,23.437,0.0,0,0,92.5,1.86,0.515,0.2569,0.2522
Complete Adaptive TLBO,20260857,23,8,93.748,23.437,0.0,0,0,92.5,1.84,0.51,0.2467,0.2413
Complete Adaptive TLBO,20260857,23,9,93.748,23.437,0.0,0,0,92.5,1.82,0.505,0.2367,0.2644
Complete Adaptive TLBO,20260857,23,10,93.748,23.437,0.0,0,0,92.5,1.8,0.5,0.227,0.267
Complete Adaptive TLBO,20260857,23,11,93.778,35.1065,0.0,0,0,92.5,1.78,0.495,0.2175,0.2826
Complete Adaptive TLBO,20260857,23,12,93.778,23.4445,0.0,0,0,92.5,1.76,0.49,0.2083,0.2558
Complete Adaptive TLBO,20260857,23,13,93.778,35.0868,0.0,0,0,92.5,1.74,0.485,0.1993,0.2356
Complete Adaptive TLBO,20260857,23,14,93.778,23.4445,0.0,0,0,92.5,1.72,0.48,0.1905,0.2417
Complete Adaptive TLBO,20260857,23,15,93.826,35.1115,0.0,0,0,92.5,1.7,0.475,0.182,0.2778
Complete Adaptive TLBO,20260857,23,16,93.8752,23.4627,0.0,0,0,92.5,1.68,0.47,0.1737,0.2921
Complete Adaptive TLBO,20260857,23,17,93.8752,23.4688,0.0,0,0,92.5,1.66,0.465,0.1657,0.2595
Complete Adaptive TLBO,20260857,23,18,93.8752,23.4688,0.0,0,0,92.5,1.64,0.46,0.1579,0.2579
Complete Adaptive TLBO,20260857,23,19,93.8752,23.4688,0.0,0,0,92.5,1.62,0.455,0.1503,0.2418
Complete Adaptive TLBO,20260857,23,20,93.8752,23.4688,0.0,0,0,92.5,1.6,0.45,0.143,0.2627
Complete Adaptive TLBO,20260857,23,21,93.8752,23.4688,0.0,0,0,92.5,1.58,0.445,0.1359,0.26
Complete Adaptive TLBO,20260857,23,22,93.8752,23.4688,0.0,0,0,92.5,1.56,0.44,0.1291,0.2744
Complete Adaptive TLBO,20260857,23,23,93.8752,34.987,0.0,0,0,92.5,1.54,0.435,0.1225,0.2767
Complete Adaptive TLBO,20260857,23,24,93.8752,23.4688,0.0,0,0,92.5,1.52,0.43,0.1161,0.2518
Complete Adaptive TLBO,20260857,23,25,93.928,23.4754,0.0,0,0,92.5,1.5,0.425,0.11,0.2892
Complete Adaptive TLBO,20260857,23,26,93.928,23.482,0.0,0,0,92.5,1.48,0.42,0.1041,0.2689
Complete Adaptive TLBO,20260857,23,27,93.928,23.482,0.0,0,0,92.5,1.46,0.415,0.0985,0.2624
Complete Adaptive TLBO,20260857,23,28,93.928,35.223,0.0,0,0,92.5,1.44,0.41,0.0931,0.2545
Complete Adaptive TLBO,20260857,23,29,93.928,35.223,0.0,0,0,92.5,1.42,0.405,0.0879,0.2133
Complete Adaptive TLBO,20260857,23,30,93.928,35.223,0.0,0,0,92.5,1.4,0.4,0.083,0.2334
Complete Adaptive TLBO,20260857,23,31,93.928,35.1932,0.0,0,0,92.5,1.38,0.395,0.0783,0.2386
Complete Adaptive TLBO,20260857,23,32,93.928,23.482,0.0,0,0,92.5,1.36,0.39,0.0739,0.2461
Complete Adaptive TLBO,20260857,23,33,93.928,23.482,0.0,0,0,92.5,1.34,0.385,0.0697,0.2784
Complete Adaptive TLBO,20260857,23,34,93.928,23.482,0.0,0,0,92.5,1.32,0.38,0.0657,0.2718
Complete Adaptive TLBO,20260857,23,35,93.928,35.136,0.0,0,0,92.5,1.3,0.375,0.062,0.2276
Complete Adaptive TLBO,20260857,23,36,93.928,58.4742,0.0,0,0,92.5,1.28,0.37,0.0585,0.2018
Complete Adaptive TLBO,20260857,23,37,93.928,70.3192,0.0,0,0,92.5,1.26,0.365,0.0553,0.1762
Complete Adaptive TLBO,20260857,23,38,93.928,82.0602,0.0,0,0,92.5,1.24,0.36,0.0523,0.164
Complete Adaptive TLBO,20260857,23,39,93.928,93.8394,93.5408,0,0,92.5,1.22,0.355,0.0495,0.1722
Complete Adaptive TLBO,20260857,23,40,93.928,93.9037,93.7336,0,0,92.5,1.2,0.35,0.047,0.1346
Complete Adaptive TLBO,20260857,23,41,93.928,93.928,93.928,0,0,92.5,1.18,0.345,0.0447,0.1074
Complete Adaptive TLBO,20260857,23,42,93.928,93.928,93.928,0,0,92.5,1.16,0.34,0.0427,0.0978
Complete Adaptive TLBO,20260857,23,43,93.928,93.928,93.928,0,0,92.5,1.14,0.335,0.0409,0.0954
Complete Adaptive TLBO,20260857,23,44,93.928,93.928,93.928,0,0,92.5,1.12,0.33,0.0393,0.1033
Complete Adaptive TLBO,20260857,23,45,93.928,93.928,93.928,0,0,92.5,1.1,0.325,0.038,0.0918
Complete Adaptive TLBO,20260857,23,46,93.928,93.928,93.928,0,0,92.5,1.08,0.32,0.0369,0.104
Complete Adaptive TLBO,20260857,23,47,93.928,93.928,93.928,0,0,92.5,1.06,0.315,0.0361,0.1049
Complete Adaptive TLBO,20260857,23,48,93.928,93.928,93.928,0,0,92.5,1.04,0.31,0.0355,0.0984
Complete Adaptive TLBO,20260857,23,49,93.928,93.928,93.928,0,0,92.5,1.02,0.305,0.0351,0.1267
Complete Adaptive TLBO,20260857,23,50,93.928,93.928,93.928,0,0,92.5,1.0,0.3,0.035,0.0984
Complete Adaptive TLBO,20260858,24,1,93.3072,23.2768,0.0,0,0,92.5,1.98,0.545,0.3231,0.3025
Complete Adaptive TLBO,20260858,24,2,93.536,23.3554,0.0,0,0,92.5,1.96,0.54,0.3115,0.3498
Complete Adaptive TLBO,20260858,24,3,93.6448,23.3976,0.0,0,0,92.5,1.94,0.535,0.3001,0.3132
Complete Adaptive TLBO,20260858,24,4,93.6844,23.4162,0.0,0,0,92.5,1.92,0.53,0.2889,0.2996
Complete Adaptive TLBO,20260858,24,5,93.6844,23.4211,0.0,0,0,92.5,1.9,0.525,0.278,0.2697
Complete Adaptive TLBO,20260858,24,6,93.6844,23.4211,0.0,0,0,92.5,1.88,0.52,0.2673,0.2667
Complete Adaptive TLBO,20260858,24,7,93.6844,35.0339,0.0,0,0,92.5,1.86,0.515,0.2569,0.2237
Complete Adaptive TLBO,20260858,24,8,93.904,35.1591,0.0,0,0,92.5,1.84,0.51,0.2467,0.3146
Complete Adaptive TLBO,20260858,24,9,93.904,35.1865,0.0,0,0,92.5,1.82,0.505,0.2367,0.2773
Complete Adaptive TLBO,20260858,24,10,93.932,35.19,0.0,0,0,92.5,1.8,0.5,0.227,0.2898
Complete Adaptive TLBO,20260858,24,11,93.932,35.1987,0.0,0,0,92.5,1.78,0.495,0.2175,0.2478
Complete Adaptive TLBO,20260858,24,12,94.034,23.4958,0.0,0,0,92.5,1.76,0.49,0.2083,0.2684
Complete Adaptive TLBO,20260858,24,13,94.034,35.25,0.0,0,0,92.5,1.74,0.485,0.1993,0.2967
Complete Adaptive TLBO,20260858,24,14,94.034,35.2628,0.0,0,0,92.5,1.72,0.48,0.1905,0.2328
Complete Adaptive TLBO,20260858,24,15,94.034,23.5085,0.0,0,0,92.5,1.7,0.475,0.182,0.2619
Complete Adaptive TLBO,20260858,24,16,94.034,23.5085,0.0,0,0,92.5,1.68,0.47,0.1737,0.2767
Complete Adaptive TLBO,20260858,24,17,94.034,23.5085,0.0,0,0,92.5,1.66,0.465,0.1657,0.2776
Complete Adaptive TLBO,20260858,24,18,94.034,23.5085,0.0,0,0,92.5,1.64,0.46,0.1579,0.273
Complete Adaptive TLBO,20260858,24,19,94.034,23.5085,0.0,0,0,92.5,1.62,0.455,0.1503,0.2776
Complete Adaptive TLBO,20260858,24,20,94.034,23.5085,0.0,0,0,92.5,1.6,0.45,0.143,0.2709
Complete Adaptive TLBO,20260858,24,21,94.034,23.5085,0.0,0,0,92.5,1.58,0.445,0.1359,0.2135
Complete Adaptive TLBO,20260858,24,22,94.034,23.5085,0.0,0,0,92.5,1.56,0.44,0.1291,0.2666
Complete Adaptive TLBO,20260858,24,23,94.034,23.5085,0.0,0,0,92.5,1.54,0.435,0.1225,0.2638
Complete Adaptive TLBO,20260858,24,24,94.034,23.5085,0.0,0,0,92.5,1.52,0.43,0.1161,0.2617
Complete Adaptive TLBO,20260858,24,25,94.034,23.5085,0.0,0,0,92.5,1.5,0.425,0.11,0.2626
Complete Adaptive TLBO,20260858,24,26,94.034,23.5085,0.0,0,0,92.5,1.48,0.42,0.1041,0.2738
Complete Adaptive TLBO,20260858,24,27,94.034,23.5085,0.0,0,0,92.5,1.46,0.415,0.0985,0.2562
Complete Adaptive TLBO,20260858,24,28,94.034,23.5085,0.0,0,0,92.5,1.44,0.41,0.0931,0.2555
Complete Adaptive TLBO,20260858,24,29,94.034,46.7649,0.0,0,0,92.5,1.42,0.405,0.0879,0.2491
Complete Adaptive TLBO,20260858,24,30,94.034,58.3926,0.0,0,0,92.5,1.4,0.4,0.083,0.2568
Complete Adaptive TLBO,20260858,24,31,94.034,23.5085,0.0,0,0,92.5,1.38,0.395,0.0783,0.2712
Complete Adaptive TLBO,20260858,24,32,94.034,23.5085,0.0,0,0,92.5,1.36,0.39,0.0739,0.2669
Complete Adaptive TLBO,20260858,24,33,94.034,35.0249,0.0,0,0,92.5,1.34,0.385,0.0697,0.2715
Complete Adaptive TLBO,20260858,24,34,94.034,23.5085,0.0,0,0,92.5,1.32,0.38,0.0657,0.264
Complete Adaptive TLBO,20260858,24,35,94.034,35.1246,0.0,0,0,92.5,1.3,0.375,0.062,0.2211
Complete Adaptive TLBO,20260858,24,36,94.034,46.9443,0.0,0,0,92.5,1.28,0.37,0.0585,0.2195
Complete Adaptive TLBO,20260858,24,37,94.034,70.3995,0.0,0,0,92.5,1.26,0.365,0.0553,0.2075
Complete Adaptive TLBO,20260858,24,38,94.034,82.1538,0.0,0,0,92.5,1.24,0.36,0.0523,0.1539
Complete Adaptive TLBO,20260858,24,39,94.034,93.908,93.452,0,0,92.5,1.22,0.355,0.0495,0.1627
Complete Adaptive TLBO,20260858,24,40,94.034,93.9808,93.608,0,0,92.5,1.2,0.35,0.047,0.1346
Complete Adaptive TLBO,20260858,24,41,94.034,94.034,94.034,0,0,92.5,1.18,0.345,0.0447,0.1178
Complete Adaptive TLBO,20260858,24,42,94.034,94.034,94.034,0,0,92.5,1.16,0.34,0.0427,0.1294
Complete Adaptive TLBO,20260858,24,43,94.034,94.034,94.034,0,0,92.5,1.14,0.335,0.0409,0.1083
Complete Adaptive TLBO,20260858,24,44,94.034,94.034,94.034,0,0,92.5,1.12,0.33,0.0393,0.1019
Complete Adaptive TLBO,20260858,24,45,94.034,94.034,94.034,0,0,92.5,1.1,0.325,0.038,0.101
Complete Adaptive TLBO,20260858,24,46,94.034,94.034,94.034,0,0,92.5,1.08,0.32,0.0369,0.1191
Complete Adaptive TLBO,20260858,24,47,94.034,94.034,94.034,0,0,92.5,1.06,0.315,0.0361,0.1189
Complete Adaptive TLBO,20260858,24,48,94.034,94.034,94.034,0,0,92.5,1.04,0.31,0.0355,0.1083
Complete Adaptive TLBO,20260858,24,49,94.034,94.034,94.034,0,0,92.5,1.02,0.305,0.0351,0.0952
Complete Adaptive TLBO,20260858,24,50,94.034,94.034,94.034,0,0,92.5,1.0,0.3,0.035,0.1
Complete Adaptive TLBO,20260859,25,1,93.304,23.3015,0.0,0,0,92.5,1.98,0.545,0.3231,0.3114
Complete Adaptive TLBO,20260859,25,2,93.304,23.326,0.0,0,0,92.5,1.96,0.54,0.3115,0.2911
Complete Adaptive TLBO,20260859,25,3,93.304,34.9365,0.0,0,0,92.5,1.94,0.535,0.3001,0.2501
Complete Adaptive TLBO,20260859,25,4,93.5164,34.8724,0.0,0,0,92.5,1.92,0.53,0.2889,0.267
Complete Adaptive TLBO,20260859,25,5,93.5944,23.3888,0.0,0,0,92.5,1.9,0.525,0.278,0.3359
Complete Adaptive TLBO,20260859,25,6,93.7216,23.4248,0.0,0,0,92.5,1.88,0.52,0.2673,0.5691
Complete Adaptive TLBO,20260859,25,7,93.7216,35.1401,0.0,0,0,92.5,1.86,0.515,0.2569,0.5591
Complete Adaptive TLBO,20260859,25,8,93.8712,35.1645,0.0,0,0,92.5,1.84,0.51,0.2467,0.4041
Complete Adaptive TLBO,20260859,25,9,93.986,23.4822,0.0,0,0,92.5,1.82,0.505,0.2367,0.3731
Complete Adaptive TLBO,20260859,25,10,93.986,23.4965,0.0,0,0,92.5,1.8,0.5,0.227,0.3076
Complete Adaptive TLBO,20260859,25,11,93.986,23.4965,0.0,0,0,92.5,1.78,0.495,0.2175,0.3025
Complete Adaptive TLBO,20260859,25,12,93.986,35.2448,0.0,0,0,92.5,1.76,0.49,0.2083,0.2322
Complete Adaptive TLBO,20260859,25,13,93.986,35.2448,0.0,0,0,92.5,1.74,0.485,0.1993,0.2153
Complete Adaptive TLBO,20260859,25,14,93.986,23.4965,0.0,0,0,92.5,1.72,0.48,0.1905,0.2284
Complete Adaptive TLBO,20260859,25,15,93.986,23.4965,0.0,0,0,92.5,1.7,0.475,0.182,0.261
Complete Adaptive TLBO,20260859,25,16,93.986,35.1014,0.0,0,0,92.5,1.68,0.47,0.1737,0.2519
Complete Adaptive TLBO,20260859,25,17,93.986,23.4965,0.0,0,0,92.5,1.66,0.465,0.1657,0.2788
Complete Adaptive TLBO,20260859,25,18,93.986,23.4965,0.0,0,0,92.5,1.64,0.46,0.1579,0.2681
Complete Adaptive TLBO,20260859,25,19,93.986,23.4965,0.0,0,0,92.5,1.62,0.455,0.1503,0.2494
Complete Adaptive TLBO,20260859,25,20,93.986,23.4965,0.0,0,0,92.5,1.6,0.45,0.143,0.2591
Complete Adaptive TLBO,20260859,25,21,93.986,23.4965,0.0,0,0,92.5,1.58,0.445,0.1359,0.2647
Complete Adaptive TLBO,20260859,25,22,93.986,23.4965,0.0,0,0,92.5,1.56,0.44,0.1291,0.2607
Complete Adaptive TLBO,20260859,25,23,93.986,23.4965,0.0,0,0,92.5,1.54,0.435,0.1225,0.2619
Complete Adaptive TLBO,20260859,25,24,93.986,23.4965,0.0,0,0,92.5,1.52,0.43,0.1161,0.2497
Complete Adaptive TLBO,20260859,25,25,93.986,35.1384,0.0,0,0,92.5,1.5,0.425,0.11,0.2335
Complete Adaptive TLBO,20260859,25,26,93.986,35.1534,0.0,0,0,92.5,1.48,0.42,0.1041,0.2571
Complete Adaptive TLBO,20260859,25,27,93.986,46.8419,0.0,0,0,92.5,1.46,0.415,0.0985,0.2418
Complete Adaptive TLBO,20260859,25,28,93.986,35.168,0.0,0,0,92.5,1.44,0.41,0.0931,0.2438
Complete Adaptive TLBO,20260859,25,29,93.986,23.4965,0.0,0,0,92.5,1.42,0.405,0.0879,0.2638
Complete Adaptive TLBO,20260859,25,30,93.986,23.4965,0.0,0,0,92.5,1.4,0.4,0.083,0.2822
Complete Adaptive TLBO,20260859,25,31,93.986,35.148,0.0,0,0,92.5,1.38,0.395,0.0783,0.2571
Complete Adaptive TLBO,20260859,25,32,93.986,23.4965,0.0,0,0,92.5,1.36,0.39,0.0739,0.2529
Complete Adaptive TLBO,20260859,25,33,93.986,23.4965,0.0,0,0,92.5,1.34,0.385,0.0697,0.2779
Complete Adaptive TLBO,20260859,25,34,93.986,23.4965,0.0,0,0,92.5,1.32,0.38,0.0657,0.2501
Complete Adaptive TLBO,20260859,25,35,93.986,23.4965,0.0,0,0,92.5,1.3,0.375,0.062,0.2157
Complete Adaptive TLBO,20260859,25,36,93.986,46.9207,0.0,0,0,92.5,1.28,0.37,0.0585,0.1997
Complete Adaptive TLBO,20260859,25,37,93.986,70.3136,0.0,0,0,92.5,1.26,0.365,0.0553,0.176
Complete Adaptive TLBO,20260859,25,38,93.986,93.7532,93.09,0,0,92.5,1.24,0.36,0.0523,0.191
Complete Adaptive TLBO,20260859,25,39,93.986,93.8848,93.4752,0,0,92.5,1.22,0.355,0.0495,0.1643
Complete Adaptive TLBO,20260859,25,40,93.986,93.9487,93.6872,0,0,92.5,1.2,0.35,0.047,0.1235
Complete Adaptive TLBO,20260859,25,41,93.986,93.986,93.986,0,0,92.5,1.18,0.345,0.0447,0.1066
Complete Adaptive TLBO,20260859,25,42,93.986,93.986,93.986,0,0,92.5,1.16,0.34,0.0427,0.0963
Complete Adaptive TLBO,20260859,25,43,93.986,93.986,93.986,0,0,92.5,1.14,0.335,0.0409,0.1082
Complete Adaptive TLBO,20260859,25,44,93.986,93.986,93.986,0,0,92.5,1.12,0.33,0.0393,0.1022
Complete Adaptive TLBO,20260859,25,45,93.986,93.986,93.986,0,0,92.5,1.1,0.325,0.038,0.128
